,image,dark_corner,hair,gel_border,gel_bubble,ruler,ink,patches,vasc,label,label_string
4,ISIC_0000004,0.9989296197891235,0.9286655187606812,0.058840032666921616,0.00954869668930769,0.9786948561668396,0.0001676469692029059,0.0020422956440597773,0.034614447504282,1,malignant
12,ISIC_0000013,0.021294552832841873,0.04852313548326492,0.0007188775925897062,0.016114311292767525,0.00019214408530388027,0.0002094283263431862,0.00010432385897729546,0.0007337548304349184,1,malignant
21,ISIC_0000022,0.011756999418139458,0.9816799163818359,0.0003144552174489945,0.0027512446977198124,0.011336933821439743,0.01726367510855198,0.00045635364949703217,0.013150050304830074,1,malignant
25,ISIC_0000026,0.029880879446864128,0.1585969775915146,0.019138632342219353,0.16766959428787231,0.0029197970870882273,0.0010499723721295595,0.0002898086095228791,0.02000834420323372,1,malignant
28,ISIC_0000029,0.004625413566827774,0.9635031223297119,0.0006587227690033615,0.529248058795929,0.018526315689086914,3.3949254429899156e-05,0.0005461241817101836,0.0013217865489423275,1,malignant
29,ISIC_0000030,0.9955775737762451,0.006716083735227585,0.003354043699800968,0.010026113130152225,0.07091417908668518,0.00243031675927341,0.0003543313650880009,0.010245420038700104,1,malignant
30,ISIC_0000031,0.9348277449607849,0.047270603477954865,0.011707128025591373,0.5059006810188293,0.34540024399757385,0.0007235096418298781,0.00024073659733403474,0.3993169069290161,1,malignant
33,ISIC_0000035,0.996140718460083,0.023657770827412605,0.006667690817266703,0.8364284038543701,0.000551102333702147,6.264701369218528e-05,0.0003100828907918185,0.0029616516549140215,1,malignant
34,ISIC_0000036,0.9988842010498047,0.6514017581939697,0.0037017196882516146,0.007220275234431028,0.9540015459060669,0.00010348513751523569,0.002709703054279089,0.0014009748119860888,1,malignant
38,ISIC_0000040,0.9921888709068298,0.03667959198355675,0.022380108013749123,0.01624920591711998,0.001358896610327065,0.00011307496606605127,0.001029679086059332,0.009358196519315243,1,malignant
41,ISIC_0000043,0.9831017255783081,0.9876950979232788,0.01776542328298092,0.005571864079684019,0.00048182555474340916,0.0025159779470413923,0.0005447721923701465,0.00032580221886746585,1,malignant
44,ISIC_0000046,0.9875509142875671,0.7195954918861389,0.0024991361424326897,0.00992058590054512,0.024551386013627052,0.00017125018348451704,0.0008485900470986962,0.0032259481959044933,1,malignant
47,ISIC_0000049,0.013199064880609512,0.11774671822786331,0.0006022781017236412,0.040926676243543625,0.0022540350910276175,0.0018320372328162193,0.0001320744922850281,0.01543511264026165,1,malignant
52,ISIC_0000054,0.011847601272165775,0.5182843208312988,0.00023365268134512007,0.06431648135185242,0.0005687462398782372,0.0023431796580553055,0.0001845447113737464,0.028577659279108047,1,malignant
54,ISIC_0000056,0.02689572423696518,0.20042173564434052,0.0006814035587012768,0.7071642279624939,0.005313591565936804,0.0056954361498355865,0.0005487825837917626,0.0014904573326930404,1,malignant
71,ISIC_0000074,0.9957766532897949,0.9996079206466675,0.006238653790205717,0.008076060563325882,0.004863793961703777,0.0110120614990592,0.0007833665586076677,0.005152802914381027,1,malignant
73,ISIC_0000077,0.9856674075126648,0.0061659240163862705,0.05263448879122734,0.11574877053499222,0.01524281408637762,0.00011401571100577712,0.00028806019690819085,0.0798783004283905,1,malignant
74,ISIC_0000078,0.9469282031059265,0.9279054999351501,0.005668369587510824,0.004564509727060795,0.18181605637073517,0.0005966011085547507,0.0009336721268482506,0.020297184586524963,1,malignant
131,ISIC_0000139,0.006429876666516066,0.9948788285255432,0.0032138689421117306,0.703045129776001,0.2790113091468811,0.00015736570640001446,0.0003949429374188185,0.011856571771204472,1,malignant
132,ISIC_0000140,0.9633074998855591,0.9561862945556641,0.0012692426098510623,0.7355785369873047,0.9221729040145874,0.0004667959292419255,0.0003217706398572773,0.0002963427104987204,1,malignant
133,ISIC_0000141,0.0133862579241395,0.35759833455085754,0.0008535654051229358,0.9097614288330078,0.00043868430657312274,0.0004451966378837824,0.00037709911703132093,0.004127128049731255,1,malignant
134,ISIC_0000142,0.017785392701625824,0.012389833107590675,0.0002693238202482462,0.022697338834404945,0.025824319571256638,0.0008240920142270625,0.00042837063665501773,0.8721957206726074,1,malignant
135,ISIC_0000143,0.0005973891820758581,0.8497864007949829,5.591793160419911e-05,0.833187997341156,0.1706712543964386,0.0004358055011834949,0.00010795249545481056,0.002940924372524023,1,malignant
136,ISIC_0000145,0.03768877312541008,0.9823248982429504,0.0005255006835795939,0.9758068919181824,0.9456910490989685,0.0001785558124538511,0.00041529673035256565,0.0016585837583988905,1,malignant
137,ISIC_0000146,0.9971016049385071,0.9966439008712769,0.02886110357940197,0.9334204792976379,0.9283993244171143,0.0016403263434767723,0.0006208695704117417,0.07685912400484085,1,malignant
138,ISIC_0000147,0.12400209158658981,0.049680061638355255,0.008858788758516312,0.9586438536643982,0.04756941273808479,0.00039555359398946166,0.0007807454676367342,0.9880760908126831,1,malignant
139,ISIC_0000148,0.037336498498916626,0.9967877864837646,0.0015086675994098186,0.9676692485809326,0.01844889111816883,0.0013323462335392833,0.0012948993826285005,0.007600975222885609,1,malignant
140,ISIC_0000149,0.01815584860742092,0.10045746713876724,0.0007893541478551924,0.001752409734763205,0.886809229850769,0.003631058381870389,0.0004153311310801655,0.8420194983482361,1,malignant
141,ISIC_0000150,0.8431121706962585,0.39714351296424866,0.002443846082314849,0.07062643766403198,0.9624099135398865,0.0204766932874918,0.0002614156692288816,0.0010339254513382912,1,malignant
142,ISIC_0000151,0.22671189904212952,0.9646454453468323,0.039039529860019684,0.8166087865829468,0.18312010169029236,0.010388948954641819,0.003512398572638631,0.0006241051014512777,1,malignant
143,ISIC_0000152,0.037138957530260086,0.8687534928321838,0.004490240942686796,0.8830004334449768,0.07206693291664124,0.0005864994018338621,0.0005625810008496046,0.02253681607544422,1,malignant
144,ISIC_0000153,0.01683448627591133,0.9110978841781616,0.001048982609063387,0.7623028755187988,0.10934881865978241,0.0021839160472154617,0.0002918595855589956,0.8166294097900391,1,malignant
145,ISIC_0000154,0.8927252292633057,0.03239904344081879,0.056079450994729996,0.021612225100398064,0.8873688578605652,0.01667412370443344,0.0008548356126993895,0.9930885434150696,1,malignant
146,ISIC_0000155,0.9816579222679138,0.1096607968211174,0.09821709990501404,0.9713887572288513,0.9787771701812744,0.0049324799329042435,0.0018614813452586532,0.0031192749738693237,1,malignant
147,ISIC_0000156,0.02307857573032379,0.6647316217422485,0.21258604526519775,0.8815653920173645,0.9197396636009216,0.012135148979723454,0.0016353197861462831,0.0021013591904193163,1,malignant
